-4.9875 0 0
-4.9625 0 0
-4.9375 0 0
-4.9125 0 0
-4.8875 0 0
-4.8625 0 0
-4.8375 0 0
-4.8125 0 0
-4.7875 0 0
-4.7625 0 0
-4.7375 0 0
-4.7125 0 0
-4.6875 0 0
-4.6625 0 0
-4.6375 0 0
-4.6125 0 0
-4.5875 0 0
-4.5625 0 0
-4.5375 0 0
-4.5125 0 0
-4.4875 0 0
-4.4625 0 0
-4.4375 0 0
-4.4125 0 0
-4.3875 0 0
-4.3625 0 0
-4.3375 0 0
-4.3125 0 0
-4.2875 0 0
-4.2625 0 0
-4.2375 0 0
-4.2125 0 0
-4.1875 0 0
-4.1625 0 0
-4.1375 0 0
-4.1125 0 0
-4.0875 0 0
-4.0625 0 0
-4.0375 0 0
-4.0125 0 0
-3.9875 0 0
-3.9625 0 0
-3.9375 0 0
-3.9125 0 0
-3.8875 0 0
-3.8625 0 0
-3.8375 0 0
-3.8125 0 0
-3.7875 0 0
-3.7625 0 0
-3.7375 0 0
-3.7125 0 0
-3.6875 0 0
-3.6625 0 0
-3.6375 0 0
-3.6125 0 0
-3.5875 0 0
-3.5625 0 0
-3.5375 0 0
-3.5125 0 0
-3.4875 0 0
-3.4625 0 0
-3.4375 0 0
-3.4125 0 0
-3.3875 0 0
-3.3625 0 0
-3.3375 0 0
-3.3125 0 0
-3.2875 0 0
-3.2625 0 0
-3.2375 0 0
-3.2125 0 0
-3.1875 0 0
-3.1625 0 0
-3.1375 0 0
-3.1125 0 0
-3.0875 0 0
-3.0625 0 0
-3.0375 0 0
-3.0125 0 0
-2.9875 0 0
-2.9625 0 0
-2.9375 0 0
-2.9125 0 0
-2.8875 0 0
-2.8625 0 0
-2.8375 0 0
-2.8125 0 0
-2.7875 0 0
-2.7625 0 0
-2.7375 0 0
-2.7125 0 0
-2.6875 0 0
-2.6625 0 0
-2.6375 0 0
-2.6125 0 0
-2.5875 0 0
-2.5625 0 0
-2.5375 1.63934e-05 1.59784e-05
-2.5125 0 0
-2.4875 0 0
-2.4625 3.27869e-05 1.46627e-05
-2.4375 2.45902e-05 1.74842e-05
-2.4125 5.7377e-05 2.09778e-05
-2.3875 7.37705e-05 3.56816e-05
-2.3625 0.000131148 3.77405e-05
-2.3375 0.000188525 4.67644e-05
-2.3125 0.000163934 4.63677e-05
-2.2875 0.000188525 4.37969e-05
-2.2625 0.000311475 5.78435e-05
-2.2375 0.00047541 7.22986e-05
-2.2125 0.000598361 6.58549e-05
-2.1875 0.000877049 8.92464e-05
-2.1625 0.00104098 0.00013332
-2.1375 0.00156557 0.000141723
-2.1125 0.00193443 0.000156212
-2.0875 0.00236066 0.000184526
-2.0625 0.0032459 0.000263216
-2.0375 0.00379508 0.000222455
-2.0125 0.00491803 0.000343089
-1.9875 0.00586885 0.000397114
-1.9625 0.00707377 0.00046081
-1.9375 0.00928689 0.000513625
